+2.055490e-05    +1.887968e-05    +1.824118e-05
+3.128722e-05    +2.098220e-05    -7.486814e-07
+5.889161e-06    +1.193069e-05    +1.961046e-05
+2.458839e-05    +1.496727e-05    +9.551269e-06
+2.915037e-05    +1.446331e-05    +3.028183e-05
+2.203847e-05    +3.285940e-06    +3.291164e-05
+3.132394e-05    +1.925618e-05    +2.732758e-06
+3.153093e-05    +1.286778e-05    +2.716268e-05
+3.382413e-05    +1.906808e-05    +3.042911e-06
+2.854378e-05    +1.768434e-05    +2.748823e-05
+9.697021e-06    +1.341394e-05    +1.145063e-05
+6.213480e-06    +1.239024e-05    +9.936584e-06
+1.213657e-05    +1.070307e-05    +3.731692e-06
+2.626132e-05    +1.632264e-05    +9.216294e-06
+2.105141e-05    +6.509528e-06    +3.231634e-05
+2.191922e-05    +6.080948e-06    +3.152530e-05
+2.078339e-05    +8.289404e-06    +3.054458e-05
+2.514954e-05    +1.037620e-05    +3.063455e-05
+3.250070e-05    +2.107762e-05    -4.643307e-07
+2.877257e-05    +1.253474e-05    +3.079022e-05
+3.524489e-06    +1.141428e-05    +1.819428e-05
+2.849734e-05    +1.875263e-05    -1.331872e-06
+2.920716e-05    +1.268029e-05    +3.208659e-05
+1.255256e-06    +1.600800e-05    +2.677849e-05
+2.305066e-05    +6.333216e-06    +3.078583e-05
+1.781964e-05    +1.437901e-05    +5.161021e-06
+1.402970e-06    +9.441054e-06    +2.854003e-05
+2.943486e-05    +1.700172e-05    +2.908352e-05
+6.024190e-06    +1.017519e-05    +1.979285e-05
+3.106817e-05    +1.158180e-05    +2.701192e-05
+3.127334e-05    +2.233310e-05    +3.783087e-06
-2.654325e-07    +2.072023e-05    +1.172286e-06
+2.968020e-05    +1.925604e-05    -2.104811e-06
+6.162736e-06    +1.680848e-05    +1.301918e-05
+2.969570e-05    +1.810987e-05    +2.810680e-05
+1.495535e-05    +1.369199e-05    +5.492395e-06
+2.648903e-05    +9.639733e-06    +3.199146e-05
+2.360386e-05    +7.525937e-06    +3.150789e-05
+1.952258e-05    +2.230455e-06    +3.174585e-05
+1.948705e-07    +1.264095e-05    +2.759748e-05
+1.706595e-05    +1.558569e-05    +4.685769e-06
+3.128455e-05    +1.419800e-05    +2.740851e-05
+1.528728e-05    +1.224026e-05    +5.672112e-06
+3.120838e-05    +2.364348e-05    -1.594927e-07
+3.065856e-05    +1.981546e-05    -1.114933e-06
+3.088260e-05    +2.055817e-05    +2.707080e-06
+5.979657e-06    +1.321061e-05    +1.101498e-05
+1.100625e-06    +1.363830e-05    +2.825694e-05
+1.596875e-05    +1.457210e-05    +4.822742e-06
+3.233072e-05    +1.456174e-05    +2.842005e-05
+2.645151e-05    +9.948085e-06    +3.052397e-05
+1.320609e-05    +1.013820e-05    +4.840666e-06
+5.533226e-08    +1.151216e-05    +2.661954e-05
+2.362188e-06    +1.049347e-05    +3.006847e-05
-8.652480e-07    +1.229934e-05    +2.551117e-05
+2.852383e-05    +1.268102e-05    +2.944584e-05
+7.338136e-06    +1.609672e-05    +1.362070e-05
+2.076046e-05    +2.356364e-06    +3.090811e-05
+2.772194e-05    +1.765327e-05    +2.859016e-05
+2.036926e-05    +1.023089e-06    +3.147125e-05
+7.758646e-06    +1.753546e-05    +1.356419e-05
+3.344647e-06    +1.465670e-05    +1.975289e-05
+6.098157e-07    +2.193834e-05    +1.160005e-06
+1.283129e-05    +8.009666e-06    +3.653400e-06
+3.003508e-05    +1.266185e-05    +2.713923e-05
+2.141358e-05    +5.964481e-06    +3.352562e-05
+6.196718e-06    +1.127585e-05    +1.245293e-05
+1.876916e-06    +1.307510e-05    +2.084431e-05
+2.966706e-05    +1.999077e-05    +2.035867e-06
+3.285791e-05    +1.976094e-05    -2.928818e-07
+2.449386e-06    +1.051532e-05    +2.857116e-05
+2.195634e-05    +4.652234e-06    +3.304249e-05
+4.401179e-06    +1.664008e-05    +1.210120e-05
+1.133844e-05    +1.013037e-05    +4.693794e-06
+2.568790e-05    +1.551448e-05    +1.016954e-05
+5.778784e-06    +1.691009e-05    +1.157271e-05
+5.852218e-06    +1.166066e-05    +1.104466e-05
+1.847700e-05    +2.587297e-06    +3.073124e-05
+3.250694e-05    +1.915893e-05    +3.426795e-06
+2.158942e-05    +1.934498e-05    +1.746406e-05
+2.078188e-05    +2.484800e-06    +3.274089e-05
+2.996939e-06    +1.307167e-05    +1.966695e-05
+2.995947e-05    +1.343547e-05    +2.954774e-05
+1.226390e-05    +8.818243e-06    +4.943711e-06
+5.010055e-06    +1.260928e-05    +1.830790e-05
+4.875132e-06    +1.100826e-05    +1.900146e-05
+2.508543e-07    +1.101350e-05    +2.456691e-05
+3.161391e-05    +1.396799e-05    +2.975207e-05
+1.245525e-05    +6.429836e-06    +3.711333e-06
+1.796013e-06    +1.508460e-05    +2.800141e-05
+2.046563e-05    +8.285219e-06    +2.907863e-05
+3.090368e-05    +2.063314e-05    +1.083947e-06
+2.992645e-05    +2.142863e-05    +3.691305e-06
+1.408257e-05    +1.115313e-05    +5.758447e-06
+3.091871e-05    +2.499354e-05    -1.016255e-06
+3.947171e-07    +1.020038e-05    +2.751657e-05
+2.209853e-05    +7.586585e-06    +3.038192e-05
+3.080242e-05    +2.209690e-05    +1.301901e-07
-1.025361e-06    +1.069598e-05    +2.572144e-05
+2.723159e-05    +1.169671e-05    +2.948905e-05
